Flag,Nombre,Direcciones,MAC,Tips,Mapas,Servicios caidos,Notas
desconocido,BASE 115.2,10.115.12.10,04:18:D6:36:98:D8,Sectorial Ubiquiti,StelaMary,,
desconocido,PtP Stela - Sirena3,10.255.115.19,04:18:D6:F8:CE:8C,NanoBridge M5 norte,StelaMary,,
activo,C7 - STLLMR,10.255.7.59,04:18:D6:AE:AC:04,PTP Ubiquiti 30d,Arcosur,,
desconocido,PtP Stela Arcosur,10.255.7.60,04:18:D6:CA:0A:07,PTP Ubiquiti 30d,StelaMary,,
activo,PtP Esmeralda- C77,10.255.77.5,04:18:D6:A4:4B:F9,PTP Ubiquiti 5AC,TMares,,
activo,PtP H5 - Esmeralda,10.255.162.3,04:18:D6:A4:4B:8A,PTP Ubiquiti 5AC,Hawai,,
activo,PtP Esmeralda H5,10.255.162.2,04:18:D6:A4:4A:95,PTP Ubiquiti 5AC,TMares,,
desconocido,HS-Stella Maris,10.115.20.9,4C:5E:0C:D6:5F:21,Wifi Hotspot,StelaMary,,
activo,SW Sirena 3,10.118.10.11,04:18:D6:07:FE:EE,Sw Ubiquiti 8,Sirena3,,
desconocido,PtP Sirena3 Stela,10.255.115.20,04:18:D6:F8:CE:E2,NanoBridge M5 sur,Sirena3,,
activo,Sino 24 Sirena3,10.118.17.9,"COM&CCO.,L:16:24:04",Inyector DSLAM,Sirena3,,
activo,Base 318.1 OM,10.118.11.10,DC:9F:DB:04:0C:31,Omni Ubiquiti,Sirena3,,
activo,HS-Sirena3 OM,10.118.12.254,4C:5E:0C:D6:5F:15,Wifi Hotspot,Sirena3,,
activo,HS Sirena 3 Piscina,10.118.13.254,4C:5E:0C:A4:2B:2C,Wifi Hotspot,Sirena3,,
activo,HS-Sirena3 Playa,10.118.14.254,4C:5E:0C:A1:98:9F,Wifi Hotspot,Sirena3,,
activo,R.Check Sirena 3,10.118.17.7,94:0C:6D:F3:45:F9,Fallo red,Sirena3,,
activo,R.Check Sirena3,10.118.10.8,A0:F3:C1:68:7C:A9,Fallo red,Sirena3,,
desconocido,R.Check Stella Maris,10.115.20.8,ZyXELCommu:E8:F0:C3,Fallo red,StelaMary,,
activo,HS-Albardinal,10.6.30.13,4C:5E:0C:C1:81:34,Wifi Hotspot,La Hita,,
activo,HS-Albardinal,10.6.30.13,4C:5E:0C:C1:81:34,,HotSpot EM,,
desconocido,HS-StelaMary - Desmontado,10.115.20.9,4C:5E:0C:D6:5F:21,,HotSpot EM,,
activo,HS-Sirena3 OM,10.118.12.254,4C:5E:0C:D6:5F:15,,HotSpot EM,,
activo,HS-Sirena3 Playa,10.118.14.254,4C:5E:0C:A1:98:9F,,HotSpot EM,,
activo,HS Sirena 3 Piscina,10.118.13.254,4C:5E:0C:A4:2B:2C,,HotSpot EM,,
activo,HS-Tintoreto-1,10.174.12.10,4C:5E:0C:C2:88:E0,,HotSpot EM,,
activo,HS-Tintoreto-2,10.174.13.10,4C:5E:0C:A1:98:81,,HotSpot EM,,
activo,HS-Tintoreto-3,10.174.14.10,D4:CA:6D:AB:92:47,,HotSpot EM,,
activo,Tesy B4,10.121.12.247,4C:5E:0C:A6:E0:47,MikroTik Device,HS-FREE-Unifi,,
activo,Tesy B5,10.7.22.6,4C:5E:0C:0A:58:C4,MikroTik Device,HS-FREE-Unifi,,
activo,8187 One Telecom,10.22.11.251,24:A4:3C:B4:8B:66,NanoBridge M5 este,pruebas,,
activo,Tenda OneTelecom,178.156.77.228,,Enrutador,pruebas,,
activo,Playa Blanca - Islagrosa,10.212.30.254,44:D9:E7:26:D6:45,NanoBridge M5 este,P.Blanca,,Playa Blanca Riti abajo
activo,HS Rubi abajo,10.123.17.10,E4:8D:8C:F0:55:49,Wifi Hotspot,Nautico,,
activo,HS Rubi arriba,10.123.14.10,D4:CA:6D:F0:EF:7A,Wifi Hotspot,Nautico,,
activo,hs- Club Nautico,10.121.15.254,D4:CA:6D:AC:75:96,,HotSpot EM,,
activo,hs- Rubi arriba,10.123.14.10,D4:CA:6D:F0:EF:7A,,HotSpot EM,,
activo,CLU335SECT1omn,10.135.11.10,68:72:51:06:CB:86,Omni Ubiquiti,Osiris,,
activo,Comoran3 a Comoran1,10.172.20.254,04:18:D6:F8:C1:AA,PTP Ubiquiti 5AC,Cormoran,,
activo,SW 2 Rubi 2 Abajo,10.123.10.12,04:18:D6:07:71:B8,Sw Ubiquiti 8,Nautico,,
activo,MKT La Vaguada,10.255.255.59,64:70:02:A9:27:AF,MikroTik Device,Vaguada,,
activo,MKT Molinos Centro,10.255.255.58,,MikroTik Device,Molinos,,
activo,HS Molinos Centro Omni,10.58.14.254,D4:CA:6D:F7:AF:64,Wifi Hotspot,Molinos,,Espada Omnidireccional
activo,Check Cormoran 1,10.172.20.9,B0:48:7A:D1:9B:A9,Fallo red,Cormoran,,
activo,Comoran1 a Comoran3,10.172.20.253,04:18:D6:F8:C7:67,PTP Ubiquiti 5AC,Cormoran,,
activo,Sw Cormoran1,10.172.20.15,04:18:D6:06:15:6B,Sw Ubiquiti 8,Cormoran,,
activo,Base 318 9,10.172.20.10,DC:9F:DB:0A:09:C1,Sectorial Ubiquiti,Cormoran,,
activo,HS-Cormoran1 Norte,10.172.20.13,4C:5E:0C:A4:38:32,Wifi Hotspot,Cormoran,,
activo,HS-Cormoran1 Norte,10.172.20.13,4C:5E:0C:A4:38:32,Wifi Hotspot,HotSpot EM,,
activo,AP Cormoran1 Norte,10.172.20.13,4C:5E:0C:A4:38:32,,HotSpot EM,,
activo,MTK C305 La Marina,10.255.255.105,4C:5E:0C:CE:BE:FC,MikroTik Device,La Marina,,
activo,SW La Marina,10.105.10.11,04:18:D6:07:FE:09,Sw Ubiquiti 8,La Marina,,
activo,PtP - Marina - Arcosur,10.255.7.99,04:18:D6:AE:CA:F4,PTP Ubiquiti 30d,La Marina,,
activo,Base 105.1,10.105.11.10,68:72:51:06:CC:0D,Omni Ubiquiti,La Marina,,
activo,SINO 24  La Marina,10.105.17.9,"COM&CCO.,L:16:24:15",Inyector DSLAM,La Marina,,
activo,R.Check La Martina Abajo,10.105.17.7,F8:1A:67:F9:A9:01,Fallo red,La Marina,,
activo,R.Check La Marina Arriba,10.105.10.8,64:66:B3:53:87:99,Fallo red,La Marina,,
activo,HS-La Marina-Omni,10.105.12.254,E4:8D:8C:F0:55:13,Wifi Hotspot,La Marina,,
activo,HS-La Marina-Hexagono,10.105.13.254,4C:5E:0C:A2:D2:88,Wifi Hotspot,La Marina,,
activo,HS-La Marina-EntreMares,10.105.14.254,4C:5E:0C:A4:35:1E,Wifi Hotspot,La Marina,,
activo,HS-LaMarina-Omni,10.105.12.254,E4:8D:8C:F0:55:13,,HotSpot EM,,
activo,HS-LaMarina-Hexagono,10.105.13.254,4C:5E:0C:A2:D2:88,,HotSpot EM,,
activo,HS-LaMarina-EntreMares,10.105.14.254,4C:5E:0C:A4:35:1E,,HotSpot EM,,
activo,Tesy B4 a B5,10.121.12.235,24:A4:3C:01:02:72,NanoStation M5,Tesy,,
activo,Tesy B5 a B4,10.7.22.65,DC:9F:DB:85:3E:D1,NanoStation M5,Tesy,,
activo,Bloque5,10.7.22.6,4C:5E:0C:0A:58:C4,MikroTik Device,Tesy,,
activo,Bloque 4,10.121.12.247,4C:5E:0C:A6:E0:47,MikroTik Device,Tesy,,
activo,Tesy B4 - Nautico,10.121.12.251,24:A4:3C:8C:FC:4C,NanoBridge M5 norte,Tesy,,
activo,Tesy B5 - Arcosur,10.7.22.32,DC:9F:DB:8E:9F:A5,NanoBridge M5 norte,Tesy,,
activo,Puertas Padilla,10.101.12.11,04:18:D6:AA:2D:D0,NanoBridge M5 este,Pesetos,,
activo,Puertas Padilla Pesetos,10.101.12.14,04:18:D6:AA:42:A5,NanoBridge M5 este,Pesetos,,
activo,AP Terraza - Snilo,10.142.15.252,D4:CA:6D:0F:42:14,Wifi Hotspot,SY Nilo,,Espada omnidireccional
activo,AP Snilo Jardin,10.142.16.248,D4:CA:6D:C0:15:4C,Wifi Hotspot,SY Nilo,,Espada omnidireccional
activo,AP Snilo - Piscina,10.142.16.249,D4:CA:6D:16:D7:A3,Wifi Hotspot,SY Nilo,,Espada omnidireccional
activo,AP Snilo - Sect Levante,10.142.14.10,D4:CA:6D:E2:1E:1C,Wifi Hotspot,SY Nilo,,Puño 60º
activo,SW CPD Arriba,169.254.0.4,90:F6:52:98:EA:E9,Switch,Global,,
activo,C1 Central,10.255.255.100,02:53:83:E8:71:6F,MikroTik Device,Global,,
activo,C1 - C6,169.254.1.60,PipingHotN:30:1D:FE,PTP800,Global,,
parcialmente caido,MTK C6 La Hita,10.255.255.6,,MikroTik Device,Global,cpu,
activo,C6 -C1,10.6.39.60,PipingHotN:30:1C:D1,PTP800,Global,,
parcialmente caido,MTK C10 Comyr,10.255.255.110,,MikroTik Device,Global,cpu,
activo,C10 - C1,10.10.20.100,PipingHotN:30:20:E1,PTP800,Global,,
activo,C1 - C10,169.254.1.100,PipingHotN:30:20:E3,PTP800,Global,,
parcialmente caido,MTK C15 Urrutias,10.255.255.15,,MikroTik Device,Global,cpu,
activo,C15 - C1,10.255.15.166,PipingHotN:30:1C:15,PTP800,Global,,
activo,C1 - C15,169.254.1.150,PipingHotN:30:1D:56,PTP800,Global,,
activo,MTK C5 Circuito,10.255.255.5,,MikroTik Device,Global,,
caido,C5 -C1,10.5.0.5,PipingHotN:30:1D:38,PTP800,Global,ping,
activo,C1 - C5,169.254.1.50,PipingHotN:30:1D:8F,PTP800,Global,,
activo,C1 - C4,169.254.1.40,PipingHotN:30:1C:F5,PTP800,Global,,
activo,MTK C4 Calvario,10.255.255.104,,MikroTik Device,Global,,
activo,C4 - C1,10.4.9.4,PipingHotN:30:1D:89,PTP800,Global,,
activo,C1 - C2,169.254.1.20,PipingHotN:30:24:72,PTP800,Global,,
activo,MTK C2 Sancti,10.255.255.202,,MikroTik Device,Global,,
activo,C2 - C1,10.255.2.100,PipingHotN:30:20:8D,PTP800,Global,,
activo,MTK C8 V.Valero,10.255.255.8,,MikroTik Device,Global,,
activo,C8 - C1,169.254.2.80,02:27:22:DA:3D:09,airFiber,Global,,
activo,C1 - C8,169.254.1.80,02:27:22:DA:3D:5E,airFiber,Global,,
activo,MTK C192 E.Mediterraneo,10.255.255.192,,MikroTik Device,Global,,
activo,C192 - C1,169.254.2.120,02:27:22:DA:8F:D8,airFiber,Global,,
activo,C1 - C192,169.254.1.120,02:27:22:DA:8F:BA,airFiber,Global,,
activo,Hawai2 - Mares 2-3,10.255.193.5,04:18:D6:F8:CE:91,PTP Ubiquiti 5AC,Pedruch,,
activo,SW Hawai 2,10.188.10.11,04:18:D6:07:FE:E9,Sw Ubiquiti 8,Pedruch,,
activo,Hawai 2 - Pedru peque,10.255.184.13,04:18:D6:F8:C0:7D,PTP Ubiquiti 5AC,Pedruch,,
activo,MKT-C388-Hawai 2,10.255.255.188,4C:5E:0C:0A:5A:36,MikroTik Device,Pedruch,,
activo,Base 388 1,10.188.11.10,DC:9F:DB:58:9D:20,Omni Ubiquiti,Pedruch,,
activo,Check Hawai2,10.188.10.2,F8:D1:11:3C:D4:AB,Fallo red,Pedruch,,
activo,C1 - C11,169.254.1.110,02:27:22:DA:5C:9A,airFiber,Global,,
activo,MTK C11 C.Alfonso,10.255.255.11,,MikroTik Device,Global,,
activo,C11 - C1,169.254.2.110,02:27:22:DA:59:6C,airFiber,Global,,
activo,C15 - C6,10.255.6.43,68:72:51:04:E2:21,PTP Ubiquiti 30d,Global,,
activo,C6 - C15,10.255.6.42,DC:9F:DB:02:66:AF,PTP Ubiquiti 30d,Global,,
parcialmente caido,C150 Algar T.,10.255.255.150,,MikroTik Device,Global,cpu,
activo,C150 - C15,10.255.15.20,04:18:D6:AE:C9:AE,PTP Ubiquiti 30d,Global,,
activo,C15 - C150,10.255.15.19,04:18:D6:A4:27:A4,PTP Ubiquiti 30d,Global,,
activo,C15 - C7,10.255.15.165,PipingHotN:30:21:62,PTP800,Global,,
activo,C7 Arcosur,10.255.255.7,,CCR1009-8G-1S,Global,,
activo,C7 - C15,10.255.7.51,PipingHotN:30:20:E9,PTP800,Global,,
activo,C150 - C2,10.255.2.28,02:27:22:DA:B7:D3,airFiber,Global,,
activo,C2 - C150,10.255.2.26,02:27:22:DA:B7:93,airFiber,Global,,
activo,MTK carav alcazares,10.255.255.243,4C:5E:0C:FC:38:65,MikroTik Device,Alcaz.Carav,,
activo,Caravanas Los Narejos,10.255.242.19,04:18:D6:A4:4B:23,PTP Ubiquiti 5AC,Alcaz.Carav,,
activo,SW Caravanas Alcazares,10.243.20.254,04:18:D6:06:7D:EB,Sw Ubiquiti 8,Alcaz.Carav,,
activo,HS-CarvanasAlcazares-OM,10.243.15.254,E4:8D:8C:F0:82:62,Wifi Hotspot,Alcaz.Carav,,
activo,hs-Playa Blanca2,10.212.15.10,D4:CA:6D:E2:22:42,,HotSpot EM,,
activo,hs-Playa Blanca1,10.111.16.254,D4:CA:6D:BD:4F:D0,,HotSpot EM,,
activo,C7 - C78,10.255.7.45,04:18:D6:A4:55:63,PTP Ubiquiti 30d,Global,,
parcialmente caido,C78 Villas,10.255.255.78,,MikroTik Device,Global,cpu,
activo,C78 - C7,10.255.7.46,04:18:D6:A4:54:F6,PTP Ubiquiti 30d,Global,,
activo,DSLAM 24 Hawaii 2,10.188.17.9,WIRELESSMA:15:24:8D,Inyector DSLAM,Pedruch,,
activo,Check Hawai2 Abajo,10.188.17.7,64:70:02:70:B2:27,Fallo red,Pedruch,,
activo,Cormoran Villaralto LIC,10.172.11.10,IntracomS.:6C:81:2B,PTP800,Cormoran,,
activo,MTK C76 - Verdemar II,10.255.255.76,4C:5E:0C:5D:94:C3,MikroTik Device,P.Honda,,
activo,Verdm2 - Ribera,10.255.76.3,04:18:D6:F8:D0:27,NanoBridge M5 este,P.Honda,,
activo,MTK C75 R.Beach F1,10.255.255.75,4C:5E:0C:5D:94:C3,MikroTik Device,Cristal,,
activo,PtP RB F1 -Verdem2,10.255.76.4,04:18:D6:C8:44:BD,PTP Ubiquiti 30d,Cristal,,
activo,SW 14598 RB F1,10.75.10.11,04:18:D6:06:4B:EF,Sw Ubiquiti 8,Cristal,,"Antonio 660532011 Portero, Acceso a sotano desde la escalera 4 con clave 2208#"
activo,Base 75.1,10.75.11.10,04:18:D6:84:B4:6D,Omni Ubiquiti,Cristal,,
activo,HS-C75-2-RBF1,10.75.15.11,4C:5E:0C:A1:98:A9,Wifi Hotspot,Cristal,,
activo,HS-R.Beach F1 Pisci-OM,10.75.16.254,D4:CA:6D:B4:1C:9A,Wifi Hotspot,Cristal,,
activo,SINO24 R.Beach F1,10.75.17.9,"COM&CCO.,L:16:24:89",Inyector DSLAM,Cristal,,
activo,R.Check Abajo R.Beach,10.75.17.8,90:F6:52:C9:87:CB,Fallo red,Cristal,,
activo,R.Check R.Beach Arriba,10.75.14.8,A0:F3:C1:F6:30:83,Fallo red,Cristal,,
activo,PTP Libre SUR,10.255.136.10,04:18:D6:A4:4A:4C,NanoBridge M5 este,Puerta Medit.,,
activo,Cormoran3 - Tintoreto,10.255.172.19,04:18:D6:F8:C3:53,NanoBridge M5 este,Cormoran,,
activo,Tintoreto Cormoran3,10.255.172.18,04:18:D6:F2:1A:C8,NanoBridge M5 este,Vaporeto,,
activo,HS-CP.Mediterraneo-N(NO REINICIAR),10.134.13.11,D4:CA:6D:AB:93:EB,Wifi Hotspot,Puerta Medit.,,
activo,HS-CP.Mediterraneo-NE,10.134.17.11,D4:CA:6D:AB:93:BF,Wifi Hotspot,Puerta Medit.,,
parcialmente caido,MTK C341 Reina,10.255.255.141,,CCR1009-8G-1S,Global,cpu,
activo,C341 - C7,10.255.7.4,02:27:22:DA:3D:99,airFiber,Global,,
activo,C7 - C341,10.255.7.3,02:27:22:DA:3C:D2,airFiber,Global,,
activo,PtP AC LIBRE Esc 2 bj,10.255.141.62,04:18:D6:F2:1E:A8,PTP Ubiquiti 5AC,Reina,,
activo,MTK C175 Florencia,10.255.255.175,4C:5E:0C:AC:3F:ED,MikroTik Device,Vaporeto,,
activo,C175 - C172 (Cormoran3),10.255.172.11,04:18:D6:F8:C2:CE,PTP Ubiquiti 30d,Vaporeto,,
activo,SW Florencia,10.175.10.11,04:18:D6:06:7D:D8,Sw Ubiquiti 8,Vaporeto,,
activo,C172 - C175 (Florencia),10.255.172.10,04:18:D6:F8:CA:F7,PTP Ubiquiti 30d,Cormoran,,
activo,Check Florencia,10.175.16.8,F4:EC:38:BA:FE:31,Fallo red,Vaporeto,,
activo,HS-Florencia-Piscina,10.175.13.254,4C:5E:0C:F9:47:04,Wifi Hotspot,Vaporeto,,
activo,HS-Florencia-Piscina,10.175.13.254,4C:5E:0C:F9:47:04,,HotSpot EM,,
activo,SINO24 Florencia,10.175.17.9,"COM&CCO.,L:16:24:17",Inyector DSLAM,Vaporeto,,
activo,HS-Florencia-Cormoran,10.175.14.254,4C:5E:0C:FC:6F:A6,Wifi Hotspot,Vaporeto,,
activo,HS-Florencia-Cormoran,10.175.14.254,4C:5E:0C:FC:6F:A6,,HotSpot EM,,
activo,HS-Florencia-Playa,10.175.15.254,4C:5E:0C:FE:49:50,Wifi Hotspot,Vaporeto,,
activo,HS-Florencia-Playa,10.175.15.254,4C:5E:0C:FE:49:50,,HotSpot EM,,
activo,check sabina,10.255.29.30,00:27:19:EB:4E:F1,Fallo red,Sabina,,Antena Omnidireccional
activo,HS-ENA-Pañol,10.4.31.14,D4:CA:6D:AB:93:D5,Wifi Hotspot,Calvario..,,
activo,AP-CARM-Omni,10.242.16.11,4C:5E:0C:D6:5E:19,Wifi Hotspot,Alcazares,,
activo,AP-CARM-Omni,10.242.16.11,4C:5E:0C:D6:5E:19,Wifi Hotspot,HotSpot EM,,
activo,AP Atalaya Piscina,10.146.13.254,4C:5E:0C:FC:6F:BE,Wifi Hotspot,Alcazaba,,
activo,AP Atalaya Tenis,10.146.14.254,4C:5E:0C:FE:49:46,Wifi Hotspot,Alcazaba,,
activo,SW Atalaya,10.146.10.254,04:18:D6:06:79:6D,Sw Ubiquiti 8,Alcazaba,,Pepe (portero): 637151642
activo,Atalaya Azotea - Farola,10.146.12.254,04:18:D6:2C:4D:96,NanoStation M5,Alcazaba,,
activo,MKT C146 Atalaya,10.255.255.146,4C:5E:0C:FE:22:3F,MikroTik Device,Alcazaba,,
activo,Atalaya- Reina,10.255.141.99,04:18:D6:F8:C3:4C,NanoBridge M5 oeste,Alcazaba,,
activo,Base 146 1,10.146.11.254,04:18:D6:84:B4:DA,Omni Ubiquiti,Alcazaba,,
activo,Atalaya Farola - Azotea,10.146.12.253,DC:9F:DB:12:9F:15,NanoStation M5,Alcazaba,,
activo,SW Atalaya Farola,10.146.12.11,04:18:D6:31:9E:1F,Sw Ubiquiti 5,Alcazaba,,Pepe (portero): 637151642
activo,AP Atalaya Farola Omni,10.146.12.252,D4:CA:6D:B4:1E:C4,Wifi Hotspot,Alcazaba,,
activo,Check Atalaya,10.146.10.8,00:27:19:1C:4C:7F,Fallo red,Alcazaba,,
activo,AP Atalaya Farola Playa,10.146.12.247,4C:5E:0C:FC:6F:C8,Wifi Hotspot,Alcazaba,,
activo,AP Atalaya Farola Centro,10.146.12.249,4C:5E:0C:FC:F2:60,Wifi Hotspot,Alcazaba,,
activo,AP Atalaya Farola Carretera,10.146.12.248,4C:5E:0C:FC:6F:C4,Wifi Hotspot,Alcazaba,,
desconocido,SINO24 Nautico2-2,10.32.10.6,WIRELESSMA:15:24:9F,Inyector DSLAM,Nautico,,
activo,Dslam Sino 24,10.162.17.9,"COM&CCO.,L:16:24:56",Inyector DSLAM,TMares,,
activo,15026 SW.CPalos Urba,10.7.19.16,04:18:D6:07:72:24,Sw Ubiquiti 5,C.Palos,,
activo,PtP Arcorsur-Palos-C79,10.7.19.13,44:D9:E7:26:37:B2,NanoBridge M5 oeste,C.Palos,,
activo,Base 79.1,10.7.19.17,04:18:D6:84:B4:C1,Omni Ubiquiti,C.Palos,,
activo,SINO 8 C.Palos,10.7.19.6,VoxpathNet:16:08:F3,Inyector DSLAM,C.Palos,,
activo,Check Palos,10.7.19.7,90:F6:52:C9:BE:F1,Fallo red,C.Palos,,
activo,HS-CPalos-Eficio,10.7.19.18,D4:CA:6D:B4:1F:06,Wifi Hotspot,C.Palos,,
activo,Router Check,10.243.20.8,F8:1A:67:F3:4C:51,Fallo red,Alcaz.Carav,,
activo,PTP arcosur-Mangasur,10.7.19.14,44:D9:E7:26:37:A9,NanoBridge M5 oeste,StelaMary,,
activo,SW MangaSur,10.7.19.15,04:18:D6:07:AA:6C,Sw Ubiquiti 5,StelaMary,,
activo,HS-MangaSur,10.7.17.11,D4:CA:6D:B4:1C:8E,Wifi Hotspot,StelaMary,,
activo,Base716.11,10.7.16.10,04:18:D6:EC:9F:CA,Omni Ubiquiti,StelaMary,,
desconocido,Check MangaSur,10.7.22.8,"90:F6:52:C9:BE:F1, 90:F6:52:C9:CC:D3",Fallo red,StelaMary,,
activo,DLSAM MangaSur,10.7.18.9,TeamSimoco:20:16:53,Inyector DSLAM,StelaMary,,
activo,10.255.73.2,10.255.73.2,4C:5E:0C:5D:F4:1C,SXT mikrotik,P.Honda,,
activo,C7-C791,10.7.19.11,DC:9F:DB:84:37:AC,NanoStation M5,Arcosur,,
activo,PtP C7-MangaSur,10.7.19.13,44:D9:E7:26:37:B2,PTP Ubiquiti 30d,Arcosur,,
parcialmente caido,MTK C17,10.255.255.17,,MikroTik Device,Global,cpu,
activo,MTK Galilea,10.255.141.21,4C:5E:0C:3C:9E:FC,,Reina,,
activo,HS-C341-1-Galilea,10.255.141.20,4C:5E:0C:FC:F2:B2,Wifi Hotspot,Reina,,Puño 60º
activo,PtP Boriquen-Castillos,10.153.11.21,44:D9:E7:26:06:39,PTP Ubiquiti 30d,Alfonso Playa,,
activo,HS-Boriquen OMNI,10.153.11.24,D4:CA:6D:B4:1D:44,Wifi Hotspot,Alfonso Playa,,
activo,HS-Boriquen2-Luquillo,10.153.11.25,4C:5E:0C:FC:F5:94,Wifi Hotspot,Alfonso Playa,,
activo,SW Boriquen II,10.153.11.23,04:18:D6:06:7E:04,Sw Ubiquiti 8,Alfonso Playa,,
activo,HS-Boriquen4-DORADO,10.153.11.27,4C:5E:0C:FC:F5:92,Wifi Hotspot,Alfonso Playa,,
activo,CAR- Marea,10.255.242.18,04:18:D6:A4:49:58,PTP Ubiquiti 5AC,Alcazares,,
activo,Base 243 1 OM,10.243.11.254,04:18:D6:EC:A0:C7,Omni Ubiquiti,Alcaz.Carav,,
activo,MKT C33 Fuenta alamo,10.255.255.33,Routerboar:C4:16:DA,MikroTik Device,F. Alamo,,
activo,HS-Boriquen3-HS-Server-IV,10.153.11.26,4C:5E:0C:FC:6F:D0,Wifi Hotspot,Alfonso Playa,,
activo,Comyr - Albujon Torre,10.255.10.74,04:18:D6:8A:16:F0,PTP Ubiquiti 5AC,Comyr,,
activo,Albujon torre - Ardil 15023,10.255.102.10,04:18:D6:F2:D7:6F,PTP Ubiquiti 30d,Albujon,,
activo,Ardil 15023 - Albujon torre,10.255.102.11,44:D9:E7:26:06:3D,PTP Ubiquiti 30d,Albujon,,
desconocido,DLSAM (Sin configurar IP),10.76.17.9,,Inyector DSLAM,P.Honda,,
activo,DLSAM (Sin configurar IP),10.73.17.9,WIRELESSMA:15:24:15,Inyector DSLAM,P.Honda,,
activo,rubi Sino 24 - 2,10.123.15.9,"COM&CCO.,L:16:24:38",Inyector DSLAM,Nautico,,Número de Serie:   000C0C0A242D
activo,DSLAM 24 P.Blanca2,10.212.16.7,"COM&CCO.,L:16:24:5B",Inyector DSLAM,P.Blanca,,
activo,Fallo red 2,10.212.16.8,F4:EC:38:BA:9C:0B,Fallo red,P.Blanca,,Sai Salicru ???
activo,SW P Blanca Abajo,10.212.16.8,F4:EC:38:BA:9C:0B,Switch,P.Blanca,,Sai Salicru ???
activo,Comyr,10.255.255.110,,,IPs,,
activo,La Hita,10.255.255.6,,,IPs,,
activo,PPP0E 1,169.254.201.249,00:9C:02:A8:22:52,,IPs,,
activo,Circuito,10.255.255.5,,,IPs,,
activo,Valero,10.255.255.8,,,IPs,,
activo,Navarro,10.255.255.17,,,IPs,,
caido,Calvario,10.255.255.104,,,IPs,pooldatos,
activo,Hortichuela,10.255.255.13,,,IPs,,
activo,Ingles,10.255.255.119,,,IPs,,
activo,Sanchez Arteco,10.255.255.14,,,IPs,,
activo,Los Infiernos,10.255.255.21,,,IPs,,
activo,Gea y Truyols,10.255.255.18,4C:5E:0C:B8:EE:E1,,IPs,,
activo,Los Urrutias,10.255.255.15,,,IPs,,
activo,Villaralto,10.255.255.22,,,IPs,,
activo,Los Nietos,10.255.255.77,4C:5E:0C:E3:45:9C,,IPs,,
activo,Dslam Sino 24,10.161.15.6,"COM&CCO.,L:16:24:0C",Inyector DSLAM,TMares,,
caido,Arcosur,10.255.255.7,,,IPs,pooldatos,
activo,Parque Mediterráneo,10.255.255.192,,,IPs,,
activo,Sancti,10.255.255.202,,,IPs,,
activo,Algar torre,10.255.255.150,,,IPs,,
activo,Carrasquilla,10.255.255.16,,,IPs,,
activo,Albujon Torre,10.255.255.102,,,IPs,,
activo,Novogenio,10.255.255.120,,,IPs,,
activo,Aljorra centro,10.255.255.103,,,IPs,,
activo,Albamar,10.255.255.222,,,IPs,,
activo,CAR Alcazares,10.255.255.242,4C:5E:0C:FC:38:65,,IPs,,
activo,Radio Taxis,10.255.255.19,,,IPs,,
activo,Roche Alto,10.255.255.203,,,IPs,,
activo,Jurosa,10.255.255.40,,,IPs,,
activo,Canteras,10.255.255.57,,,IPs,,
activo,Galifa,10.255.255.55,4C:5E:0C:E0:5F:9D,,IPs,,
activo,Mar Azul P.Honda,10.255.255.73,,,IPs,,
activo,DSLAM IPA 24 Edificio 1,10.176.17.9,00:1F:05:02:94:30,Inyector DSLAM,Puebla,,
activo,DSLAM Edificio 2,10.177.17.9,"COM&CCO.,L:16:24:12",Inyector DSLAM,Puebla,,
activo,DSLAM Edificio 3,10.178.17.9,TeamSimoco:20:16:54,Inyector DSLAM,Puebla,,
activo,MKT C178 La puebla BQ1,10.255.255.178,,MikroTik Device,Puebla,,
activo,MKT C177 La puebla BQ4,10.255.255.177,D4:CA:6D:F1:17:E3,MikroTik Device,Puebla,,
activo,MKT C176 La puebla BQ2-3,10.255.255.176,,MikroTik Device,Puebla,,
activo,La Vaguada,10.255.255.59,,,IPs,,
activo,Agromediterránea,10.255.255.229,,,IPs,,
activo,Ribera Beach 1,10.255.255.75,4C:5E:0C:5D:94:C3,,IPs,,
activo,Ribera Beach 4,10.255.255.166,,,IPs,,
activo,Verdemar 2,10.255.255.76,4C:5E:0C:5D:94:C3,,IPs,,
activo,Sw La puebla 4,10.177.10.254,04:18:D6:06:7E:65,Sw Ubiquiti 8,Puebla,,
activo,Caravanas Marea,10.255.255.243,4C:5E:0C:FC:38:65,,IPs,,
activo,SW La puebla 1,10.178.10.253,04:18:D6:06:7E:24,Sw Ubiquiti 8,Puebla,,
activo,MKT C170 Lomas del rame,10.255.255.170,4C:5E:0C:AC:3F:ED,MikroTik Device,L.Rame,,
activo,Rame - Puebla,10.255.170.108,04:18:D6:A4:4A:A8,PTP Ubiquiti 30d,L.Rame,,
activo,SW Lomas Rame,10.255.170.101,DC:9F:DB:29:2F:A2,Sw Ubiquiti 8,L.Rame,,
activo,"Bloque 2,3 - Rame",10.255.170.107,04:18:D6:A4:4A:E4,PTP Ubiquiti 30d,Puebla,,
activo,Rame - Central,10.0.222.96,04:18:D6:E8:0A:D8,PTP Ubiquiti 5AC,L.Rame,,
activo,Check Rame,10.170.10.8,90:F6:52:21:4A:55,Fallo red,L.Rame,,
